Date:Area.High:Volume.High:Area.Fluc:Volume.Fluc:Area.Low:Volume.Low:Volume.x:Volume.y:Total_Site_Vol
1990-09-30:318:50  ±  13:1,074:791 ± 43:NA:NA ± NA:NA:NA:NA
1991-07-27:250:25  ±  10:1,150:758 ± 46:NA:NA ± NA:NA:NA:NA
1991-10-25:243:33  ±  10:1,066:461 ± 43:NA:NA ± NA:NA:NA:NA
1992-10-16:248:26  ±  10:1,168:433 ± 47:NA:NA ± NA:NA:NA:NA
1993-04-02:236:31  ±  9:1,482:566 ± 59:5,190:7,631 ± 934:8,227 ± 1,003:NA:NA ± NA
1993-10-08:256:40  ±  10:1,679:1,012 ± 67:3,214:5,880 ± 579:6,931 ± 656:NA:NA ± NA
1994-04-09:261:51  ±  10:1,719:971 ± 69:5,171:9,802 ± 931:10,824 ± 1,010:NA:NA ± NA
1994-11-21:235:151  ±  9:1,453:990 ± 58:5,289:6,915 ± 952:8,056 ± 1,020:NA:NA ± NA
1995-04-26:261:39  ±  10:1,800:1,061 ± 72:5,225:10,410 ± 940:11,510 ± 1,023:6,193 ± 1,224:17,703 ± 2,247
1996-02-16:265:37  ±  11:1,380:537 ± 55:5,639:8,689 ± 1,015:9,263 ± 1,081:7,639 ± 1,211:16,902 ± 2,292
1996-04-17:763:826  ±  31:1,036:1,281 ± 41:5,491:7,589 ± 988:9,695 ± 1,060:3,702 ± 1,224:13,397 ± 2,284
1996-09-15:663:769  ±  27:717:752 ± 29:5,905:3,971 ± 1,063:5,493 ± 1,118:3,314 ± 1,224:8,807 ± 2,342
1997-02-15:628:749  ±  25:773:732 ± 31:5,889:6,499 ± 1,060:7,980 ± 1,116:4,630 ± 1,224:12,610 ± 2,340
1997-04-22:510:596  ±  20:809:561 ± 32:5,970:6,405 ± 1,075:7,562 ± 1,127:6,944 ± 1,224:14,506 ± 2,351
1997-08-26:441:479  ±  18:853:552 ± 34:5,996:5,385 ± 1,079:6,415 ± 1,131:7,082 ± 1,224:13,498 ± 2,355
1997-11-08:488:394  ±  20:835:1,190 ± 33:NA:NA ± NA:NA:NA:NA
1998-04-16:357:328  ±  14:1,571:1,176 ± 63:5,279:9,416 ± 950:10,920 ± 1,027:8,857 ± 1,222:19,777 ± 2,249
1999-05-07:331:255  ±  13:1,945:1,319 ± 78:4,978:11,735 ± 896:13,308 ± 987:6,595 ± 1,224:19,904 ± 2,211
2000-03-20:325:238  ±  13:1,650:1,253 ± 66:5,264:9,838 ± 948:11,330 ± 1,027:6,387 ± 1,223:17,716 ± 2,250
2000-06-05:303:207  ±  12:1,835:1,775 ± 73:4,908:8,112 ± 883:10,094 ± 969:5,223 ± 1,208:15,318 ± 2,177
2000-08-22:324:228  ±  13:1,785:1,742 ± 71:5,108:9,596 ± 919:11,566 ± 1,004:5,144 ± 1,210:16,710 ± 2,214
2000-09-11:523:235  ±  21:1,796:2,251 ± 72:4,878:8,173 ± 537:10,659 ± 629:5,454 ± 747:16,114 ± 1,376
2001-10-06:531:229  ±  21:1,593:1,933 ± 64:NA:NA ± NA:NA:NA:NA
2002-04-30:559:254  ±  22:1,270:1,413 ± 51:5,460:9,374 ± 601:11,042 ± 674:5,791 ± 748:16,832 ± 1,422
2002-09-21:486:214  ±  19:1,333:1,345 ± 53:NA:NA ± NA:NA:NA:NA
2003-04-26:517:224  ±  21:1,458:1,538 ± 58:NA:NA ± NA:NA:NA:NA
2003-09-21:507:211  ±  20:1,497:1,477 ± 60:NA:NA ± NA:NA:NA:NA
2004-11-14:517:226  ±  21:1,588:1,577 ± 64:5,185:11,436 ± 570:13,239 ± 654:6,131 ± 748:19,370 ± 1,402
2004-12-03:865:716  ±  35:1,579:2,780 ± 63:4,837:9,398 ± 532:12,894 ± 630:4,113 ± 748:17,007 ± 1,378
2005-05-08:794:679  ±  32:1,512:2,600 ± 60:NA:NA ± NA:NA:NA:NA
2006-10-08:746:691  ±  30:1,442:1,905 ± 58:NA:NA ± NA:NA:NA:NA
2007-10-14:710:651  ±  28:1,998:2,682 ± 80:NA:NA ± NA:NA:NA:NA
2008-02-03:705:637  ±  28:1,974:2,460 ± 79:4,591:12,854 ± 505:15,951 ± 612:5,051 ± 1,220:21,002 ± 1,832
2008-03-29:845:1006  ±  34:1,646:2,898 ± 66:4,799:10,736 ± 528:14,640 ± 628:3,795 ± 1,224:18,435 ± 1,851
2008-05-18:797:915  ±  32:1,650:2,534 ± 66:NA:NA ± NA:NA:NA:NA
2008-10-12:807:962  ±  32:1,295:2,092 ± 52:NA:NA ± NA:NA:NA:NA
2009-10-11:782:975  ±  31:1,306:1,854 ± 52:NA:NA ± NA:NA:NA:NA
2011-10-06:538:697  ±  22:2,065:2,994 ± 83:NA:NA ± NA:NA:NA:NA
2012-10-04:552:677  ±  22:1,942:2,257 ± 78:NA:NA ± NA:NA:NA:NA
2013-09-22:908:924  ±  36:1,602:2,832 ± 64:NA:NA ± NA:NA:NA:NA
2014-09-25:881:757  ±  35:1,703:3,064 ± 68:NA:NA ± NA:NA:NA:NA
2015-09-24:787:600  ±  31:2,311:3,229 ± 92:NA:NA ± NA:NA:NA:NA
