Date:Area.High:Volume.High:Area.Fluc:Volume.Fluc:Area.Low:Volume.Low:Volume.x:Volume.y:Total_Site_Vol
1990-09-03:290:87  ±  12:325:169 ± 13:NA:NA ± NA:NA:NA:NA
1991-07-29:281:81  ±  11:339:154 ± 14:NA:NA ± NA:NA:NA:NA
1991-10-01:285:44  ±  11:347:184 ± 14:NA:NA ± NA:NA:NA:NA
1992-10-23:284:79  ±  11:449:284 ± 18:415:494 ± 104:857 ± 133:2,548 ± 2,129:3,406 ± 2,262
1993-04-07:342:101  ±  14:614:308 ± 25:NA:NA ± NA:NA:NA:NA
1993-10-15:332:95  ±  13:425:269 ± 17:395:591 ± 71:955 ± 101:9,718 ± 1,533:10,673 ± 1,634
1994-04-15:338:100  ±  14:425:283 ± 17:391:423 ± 70:806 ± 101:3,084 ± 1,359:3,890 ± 1,460
1994-11-26:326:99  ±  13:392:248 ± 16:436:422 ± 78:769 ± 107:5,835 ± 1,509:6,604 ± 1,616
1995-05-01:329:100  ±  13:511:357 ± 20:313:735 ± 56:1,193 ± 90:7,915 ± 1,377:9,107 ± 1,466
1996-02-24:314:86  ±  13:391:280 ± 16:448:370 ± 81:735 ± 109:8,075 ± 1,493:8,810 ± 1,602
1996-04-25:347:233  ±  14:301:216 ± 12:1,152:302 ± 207:750 ± 233:5,750 ± 1,535:6,500 ± 1,768
1996-09-21:343:194  ±  14:315:245 ± 13:494:172 ± 89:610 ± 115:3,483 ± 1,535:4,093 ± 1,650
1997-02-19:318:182  ±  13:323:226 ± 13:494:264 ± 89:672 ± 114:3,239 ± 1,535:3,911 ± 1,649
1997-04-29:337:191  ±  13:287:175 ± 11:527:205 ± 95:571 ± 120:4,471 ± 1,535:5,042 ± 1,654
1997-08-31:337:188  ±  13:268:137 ± 11:548:69 ± 99:394 ± 123:1,573 ± 1,534:1,966 ± 1,657
1997-11-15:344:190  ±  14:165:149 ± 7:NA:NA ± NA:NA:NA:NA
1998-04-22:332:189  ±  13:320:181 ± 13:502:256 ± 90:626 ± 116:4,499 ± 1,535:5,124 ± 1,651
1999-05-13:325:167  ±  13:337:224 ± 13:491:253 ± 88:644 ± 115:2,905 ± 1,535:3,549 ± 1,649
2000-03-27:319:158  ±  13:363:267 ± 15:471:285 ± 85:710 ± 112:3,547 ± 1,535:4,257 ± 1,647
2000-06-13:343:171  ±  14:308:223 ± 12:NA:NA ± NA:NA:NA:NA
2000-08-28:333:158  ±  13:328:213 ± 13:NA:NA ± NA:NA:NA:NA
2000-09-17:338:153  ±  14:276:155 ± 11:NA:NA ± NA:NA:NA:NA
2001-10-11:304:125  ±  12:389:211 ± 16:NA:NA ± NA:NA:NA:NA
2002-09-29:311:136  ±  12:415:277 ± 17:NA:NA ± NA:NA:NA:NA
2003-05-03:310:133  ±  12:386:273 ± 15:NA:NA ± NA:NA:NA:NA
2003-09-28:315:151  ±  13:327:247 ± 13:NA:NA ± NA:NA:NA:NA
2005-01-04:330:188  ±  13:287:172 ± 11:NA:NA ± NA:NA:NA:NA
2005-05-14:329:178  ±  13:373:312 ± 15:NA:NA ± NA:NA:NA:NA
2006-10-15:333:162  ±  13:363:304 ± 15:NA:NA ± NA:NA:NA:NA
2007-10-21:335:163  ±  13:272:244 ± 11:NA:NA ± NA:NA:NA:NA
2008-02-11:335:164  ±  13:454:382 ± 18:364:644 ± 40:1,190 ± 72:7,574 ± 932:8,763 ± 1,004
2008-04-06:362:243  ±  14:290:208 ± 12:501:330 ± 55:780 ± 81:9,645 ± 933:10,426 ± 1,014
2008-10-19:276:178  ±  11:338:236 ± 14:NA:NA ± NA:NA:NA:NA
2009-10-17:354:215  ±  14:330:259 ± 13:NA:NA ± NA:NA:NA:NA
2011-10-12:352:203  ±  14:278:216 ± 11:NA:NA ± NA:NA:NA:NA
2012-10-10:350:201  ±  14:333:256 ± 13:NA:NA ± NA:NA:NA:NA
2013-09-27:366:240  ±  15:370:326 ± 15:NA:NA ± NA:NA:NA:NA
2014-10-02:369:248  ±  15:317:241 ± 13:NA:NA ± NA:NA:NA:NA
2015-10-01:372:251  ±  15:323:266 ± 13:NA:NA ± NA:NA:NA:NA
